plan_vector,condition_vector,training_class,exercise_count,exercise_names
"[0.6838552951812744, 0.7782287001609802, 0.6290335655212402, 0.5883781313896179, 0.0, 0.0, 0.6000000238418579, 0.0, 0.20000000298023224, 0.20000000298023224, 0.0, 0.0, 0.13150544464588165, 0.09980907291173935, 0.11343508213758469, 0.7026240229606628, 0.7487324476242065, 0.8601012825965881, 0.5532893538475037]","[0.4340245723724365, 0.3336486220359802, 0.5865457057952881, 0.0, 1.0, 0.0, 0.0, 0.22321277856826782, 1.0, 0.0, 0.0, 0.005273394752293825, 0.0, 0.0, 0.0, 0.5242213606834412, 0.6461828351020813, 0.49512505531311035, 0.7282392382621765, 0.35078543424606323, 0.9890974164009094, 0.7026357054710388, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,5,cable seated curl;barbell wrist curl v. 2;hack calf raise;barbell incline bench press;barbell standing rocking leg calf raise
"[0.5060353875160217, 0.9408595561981201, 0.5886131525039673, 0.6345169544219971, 0.1428571492433548, 0.2857142984867096, 0.1428571492433548, 0.1428571492433548, 0.0, 0.1428571492433548, 0.0, 0.1428571492433548, 0.1449306756258011, 0.08966493606567383, 0.29081737995147705, 0.567500650882721, 0.7418774962425232, 0.6349555850028992, 0.7699213624000549]","[0.2820221185684204, 0.2112751007080078, 0.8229444622993469, 1.0, 1.0, 0.0, 0.0, 0.3125801980495453, 0.0, 0.0, 0.0, 0.29932737350463867, 0.0, 0.0, 0.0, 0.4075949788093567, 0.7334297299385071, 0.654894232749939, 0.5742044448852539, 0.3600725531578064, 0.9638747572898865, 0.6862152814865112, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",endurance_threshold,7,assisted hanging knee raise with throw down;bent knee lying twist (male);dumbbell standing concentration curl;dumbbell reverse spider curl;kettlebell pistol squat;barbell standing rocking leg calf raise;lever front pulldown
"[0.20367766916751862, 0.37216562032699585, 0.4258386194705963, 0.7471029758453369, 0.0, 0.4000000059604645, 0.4000000059604645, 0.0, 0.20000000298023224, 0.0, 0.0, 0.0, 0.14620988070964813, 0.12900134921073914, 0.23811204731464386, 0.7606503367424011, 0.5433526039123535, 0.979085385799408, 0.8791962265968323]","[0.5354384779930115, 0.4216325581073761, 0.22271151840686798, 0.0, 0.0, 1.0, 1.0, 0.33431464433670044, 0.0, 0.0, 1.0, 0.4544636905193329, 0.0, 0.0, 1.0, 0.840872585773468, 0.315572053194046, 0.6682813763618469, 0.6629960536956787, 0.35379770398139954, 0.9640204310417175, 0.2586348056793213, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",recovery,5,barbell wrist curl v. 2;cable squatting curl;dumbbell one arm upright row;dumbbell over bench revers wrist curl;barbell incline bench press
"[0.8609865307807922, 0.6319499611854553, 0.644817054271698, 0.7683139443397522, 0.0, 0.4285714328289032, 0.1428571492433548, 0.0, 0.0, 0.4285714328289032, 0.0, 0.0, 0.08191004395484924, 0.13289155066013336, 0.1074015274643898, 0.7981349229812622, 0.6150044202804565, 0.5602834224700928, 0.5384765863418579]","[0.3138892352581024, 0.2772742807865143, 0.40290892124176025, 0.0, 1.0, 0.0, 0.0, 0.12011751532554626, 0.0, 0.0, 1.0, 0.0784488096833229, 0.0, 0.0, 0.0, 0.5616634488105774, 0.45447665452957153, 0.6041968464851379, 0.7850959300994873, 0.352872371673584, 0.9786626100540161, 0.7087091207504272, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,7,dumbbell over bench revers wrist curl;smith leg press;sled 45° leg press (side pov);dumbbell front raise;dumbbell one arm upright row;barbell seated overhead triceps extension;lever front pulldown
"[0.8985538482666016, 0.545498251914978, 0.6068753004074097, 0.515389084815979, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.0, 0.09798756241798401, 0.11275054514408112, 0.2747354209423065, 0.9920417070388794, 0.8841367363929749, 0.7088834047317505, 0.7106785178184509]","[0.397634893655777, 0.301648885011673, 0.4918271601200104, 0.0, 1.0, 0.0, 0.0, 0.24600651860237122, 0.0, 1.0, 0.0, 0.06575032323598862, 0.0, 0.0, 0.0, 0.2960582375526428, 0.37275898456573486, 0.488663911819458, 0.5884137749671936, 0.3202537000179291, 0.9641647934913635, 0.6422623991966248, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,7,lever seated row;bent knee lying twist (male);dumbbell one arm upright row;kettlebell pistol squat;weighted hyperextension (on stability ball);barbell incline bench press;cable seated crunch
"[0.8189392685890198, 0.7205589413642883, 0.6614896059036255, 0.8509628176689148, 0.0, 0.2857142984867096, 0.2857142984867096, 0.0, 0.1428571492433548, 0.2857142984867096, 0.0, 0.0, 0.12433528155088425, 0.05649863928556442, 0.1803160458803177, 0.9189128875732422, 0.6152846217155457, 0.9153212308883667, 0.5601693987846375]","[0.39218848943710327, 0.3835115432739258, 0.4344639778137207, 0.0, 1.0, 0.0, 0.0, 0.08845780044794083, 1.0, 0.0, 0.0, 0.03378701210021973, 0.0, 0.0, 0.0, 0.27080419659614563, 0.37661075592041016, 0.4861907660961151, 0.6882336139678955, 0.32751116156578064, 0.9709280729293823, 0.6010251641273499, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,7,dumbbell standing concentration curl;dumbbell one arm hammer preacher curl;cable squatting curl;sled 45° leg press (side pov);barbell seated overhead triceps extension;barbell standing calf raise;smith incline bench press
"[0.6360561847686768, 0.8235101103782654, 0.31394606828689575, 0.7970979809761047, 0.0, 0.20000000298023224, 0.4000000059604645, 0.0, 0.0, 0.4000000059604645, 0.0, 0.0, 0.13601268827915192, 0.09574320912361145, 0.17823395133018494, 0.6364796757698059, 0.7383384108543396, 0.5221883058547974, 0.9260967373847961]","[0.43837010860443115, 0.2663518190383911, 0.5747157335281372, 0.0, 1.0, 0.0, 0.0, 0.2341744750738144, 1.0, 0.0, 0.0, 0.05537553131580353, 0.0, 0.0, 0.0, 0.4993038773536682, 0.4053563177585602, 0.5128048062324524, 0.6611416339874268, 0.36460307240486145, 0.9785476326942444, 0.5606740713119507, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,5,dumbbell one arm hammer preacher curl;barbell standing close grip curl;lever seated row;barbell wrist curl v. 2;smith incline bench press
"[0.663478434085846, 0.680645227432251, 0.6457971334457397, 0.7050913572311401, 0.25, 0.5, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.10212603211402893, 0.1368160843849182, 0.14905710518360138, 0.57867032289505, 0.5802000761032104, 0.6670044660568237, 0.6193450093269348]","[0.3257310688495636, 0.3926699161529541, 0.5790413618087769, 0.0, 1.0, 0.0, 0.0, 0.1523354947566986, 0.0, 0.0, 1.0, 0.021434402093291283, 0.0, 0.0, 0.0, 0.4130468964576721, 0.4227411448955536, 0.5307729840278625, 0.6631852388381958, 0.30267617106437683, 0.9696623682975769, 0.5134344100952148, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,4,cable seated curl;dumbbell over bench revers wrist curl;dumbbell one arm hammer preacher curl;impossible dips
"[0.2899141013622284, 0.49834007024765015, 0.3073710799217224, 0.532709002494812, 0.0, 0.5714285969734192, 0.2857142984867096, 0.0, 0.0, 0.1428571492433548, 0.0, 0.0, 0.1340121477842331, 0.08921512216329575, 0.13589946925640106, 0.8768494129180908, 0.8944035172462463, 0.5868767499923706, 0.8854270577430725]","[0.5280777215957642, 0.485820472240448, 0.35783424973487854, 0.0, 0.0, 1.0, 1.0, 0.2996884286403656, 1.0, 0.0, 0.0, 0.4074213206768036, 0.0, 0.0, 1.0, 0.7981758117675781, 0.2794978618621826, 0.5382741093635559, 0.48513278365135193, 0.348410964012146, 0.9793775081634521, 0.42123350501060486, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",recovery,7,barbell standing calf raise;dumbbell front raise;dumbbell standing concentration curl;dumbbell palms in incline bench press;dumbbell lying single extension;lever front pulldown;barbell standing close grip curl
"[0.3112567961215973, 0.6279776096343994, 0.6777214407920837, 0.3441106379032135, 0.1666666716337204, 0.1666666716337204, 0.1666666716337204, 0.1666666716337204, 0.0, 0.1666666716337204, 0.1666666716337204, 0.0, 0.13542097806930542, 0.10270240902900696, 0.2651841640472412, 0.6491872072219849, 0.919973611831665, 0.8864113688468933, 0.6150268316268921]","[0.32116803526878357, 0.27035650610923767, 0.4305718243122101, 0.0, 1.0, 0.0, 0.0, 0.09919154644012451, 1.0, 0.0, 0.0, 0.03731340542435646, 0.0, 0.0, 0.0, 0.26934942603111267, 0.6190296411514282, 0.47407013177871704, 0.707353413105011, 0.3547195792198181, 0.9894713759422302, 0.48361167311668396, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,6,dumbbell palms in incline bench press;weighted side bend (on stability ball);barbell incline bench press;sled 45° leg press (side pov);kettlebell pistol squat;bent knee lying twist (male)
"[0.3114720284938812, 0.4425908625125885, 0.3364658057689667, 0.3735188841819763, 0.0, 0.6000000238418579, 0.20000000298023224, 0.0, 0.0, 0.0, 0.20000000298023224, 0.0, 0.0953693613409996, 0.10303544253110886, 0.10357237607240677, 0.8983989357948303, 0.6470839977264404, 0.95591801404953, 0.9837556481361389]","[0.5951216220855713, 0.4015805721282959, 0.23417751491069794, 0.0, 0.0, 1.0, 1.0, 0.3337286412715912, 0.0, 0.0, 0.0, 0.41135257482528687, 0.0, 0.0, 1.0, 0.6119916439056396, 0.38084787130355835, 0.5561131238937378, 0.4971037805080414, 0.3567248582839966, 0.9752283096313477, 0.3227229118347168, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",recovery,5,barbell standing close grip curl;weighted side bend (on stability ball);dumbbell one arm upright row;dumbbell reverse spider curl;dumbbell one arm hammer preacher curl
"[0.22773317992687225, 0.6363548636436462, 0.34197208285331726, 0.4240257143974304, 0.1666666716337204, 0.1666666716337204, 0.0, 0.0, 0.1666666716337204, 0.3333333432674408, 0.0, 0.1666666716337204, 0.14866626262664795, 0.06424955278635025, 0.19977763295173645, 0.8090778589248657, 0.8512324690818787, 0.7798243165016174, 0.5048854351043701]","[0.42437148094177246, 0.28087255358695984, 0.49622800946235657, 0.0, 1.0, 0.0, 0.0, 0.156517893075943, 1.0, 0.0, 0.0, 0.06732085347175598, 0.0, 0.0, 0.0, 0.22534999251365662, 0.6469880938529968, 0.5467061400413513, 0.7929623126983643, 0.3339520990848541, 0.9804450869560242, 0.6780683398246765, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,6,assisted hanging knee raise with throw down;dumbbell standing concentration curl;impossible dips;lever seated row;cable seated curl;smith leg press
"[0.40918511152267456, 0.9546412825584412, 0.6789401769638062, 0.6430312395095825, 0.0, 0.3333333432674408, 0.3333333432674408, 0.0, 0.1666666716337204, 0.1666666716337204, 0.0, 0.0, 0.12834227085113525, 0.11122579872608185, 0.19687968492507935, 0.8304100632667542, 0.7765007019042969, 0.7987379431724548, 0.8919162750244141]","[0.2546604871749878, 0.38590583205223083, 0.9161238670349121, 1.0, 0.0, 0.0, 0.0, 0.34300538897514343, 1.0, 0.0, 0.0, 0.19617348909378052, 0.0, 1.0, 0.0, 0.12249322980642319, 0.41994887590408325, 0.672336220741272, 0.7223419547080994, 0.4122438430786133, 0.9641931653022766, 0.5885801911354065, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",power_hiit,6,barbell incline bench press;dumbbell lying single extension;dumbbell over bench revers wrist curl;cable decline fly;smith incline bench press;barbell seated overhead triceps extension
"[0.6552279591560364, 0.43967971205711365, 0.572091281414032, 0.32697051763534546, 0.0, 0.20000000298023224, 0.20000000298023224, 0.0, 0.0, 0.4000000059604645, 0.0, 0.20000000298023224, 0.05306525155901909, 0.07576829195022583, 0.19252459704875946, 0.9341362714767456, 0.8635845184326172, 0.871353268623352, 0.7127466797828674]","[0.5943723917007446, 0.4830394387245178, 0.3046130836009979, 0.0, 0.0, 1.0, 1.0, 0.2717660963535309, 0.0, 0.0, 0.0, 0.37848901748657227, 0.0, 0.0, 1.0, 0.6756539344787598, 0.2630833387374878, 0.6388039588928223, 0.4904133677482605, 0.3996812403202057, 0.9750816226005554, 0.3196638226509094, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",recovery,5,assisted hanging knee raise with throw down;barbell standing rocking leg calf raise;hack calf raise;dumbbell lying single extension;smith leg press
"[0.3650544583797455, 0.843200147151947, 0.4621240794658661, 0.6296316385269165, 0.0, 0.0, 0.3333333432674408, 0.0, 0.1666666716337204, 0.1666666716337204, 0.3333333432674408, 0.0, 0.11325405538082123, 0.0872848629951477, 0.20252303779125214, 0.7065156102180481, 0.5345664024353027, 0.7185826897621155, 0.5486966967582703]","[0.47194162011146545, 0.32484760880470276, 0.6733796000480652, 1.0, 1.0, 0.0, 0.0, 0.3379664123058319, 0.0, 0.0, 1.0, 0.16698111593723297, 0.0, 0.0, 0.0, 0.4176100790500641, 0.6360218524932861, 0.5600383281707764, 0.7681677937507629, 0.4051463007926941, 0.964550256729126, 0.49351662397384644, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",endurance_threshold,6,weighted side bend (on stability ball);cable decline fly;hack calf raise;barbell wrist curl v. 2;barbell standing close grip curl;weighted hyperextension (on stability ball)
"[0.5016212463378906, 0.4740999937057495, 0.546858012676239, 0.6895869970321655, 0.1428571492433548, 0.0, 0.2857142984867096, 0.1428571492433548, 0.0, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.06670419126749039, 0.06676191836595535, 0.10733428597450256, 0.8682010173797607, 0.831902265548706, 0.7373154163360596, 0.9220852255821228]","[0.5209668874740601, 0.5024917125701904, 0.3753531277179718, 0.0, 0.0, 1.0, 1.0, 0.2684163451194763, 0.0, 0.0, 0.0, 0.3221263587474823, 0.0, 0.0, 1.0, 0.5509954690933228, 0.26918619871139526, 0.7391886115074158, 0.44497522711753845, 0.3305668532848358, 0.9816675782203674, 0.4660109579563141, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",recovery,7,kettlebell pistol squat;barbell wrist curl v. 2;barbell seated overhead triceps extension;impossible dips;lever seated row;assisted hanging knee raise with throw down;weighted side bend (on stability ball)
"[0.6801773905754089, 0.31216585636138916, 0.4292522668838501, 0.8417701125144958, 0.1666666716337204, 0.3333333432674408, 0.1666666716337204, 0.0, 0.1666666716337204, 0.1666666716337204, 0.0, 0.0, 0.10801122337579727, 0.07542245835065842, 0.20434601604938507, 0.671326756477356, 0.7661225199699402, 0.5628707408905029, 0.5663573145866394]","[0.4255397319793701, 0.41913920640945435, 0.23631954193115234, 0.0, 0.0, 1.0, 1.0, 0.381690114736557, 0.0, 0.0, 1.0, 0.3801702857017517, 0.0, 0.0, 1.0, 0.8789133429527283, 0.1960054188966751, 0.6758689284324646, 0.551766574382782, 0.38152724504470825, 0.9605433344841003, 0.5116371512413025, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",recovery,6,dumbbell palms in incline bench press;cable seated crunch;barbell standing close grip curl;impossible dips;dumbbell one arm hammer preacher curl;lever seated row
"[0.8430744409561157, 0.7204266786575317, 0.6763501167297363, 0.7581936717033386, 0.0, 0.6666666865348816, 0.0, 0.0, 0.0, 0.3333333432674408, 0.0, 0.0, 0.11669715493917465, 0.10771852731704712, 0.16971473395824432, 0.579643726348877, 0.8024769425392151, 0.659055769443512, 0.933219313621521]","[0.5267497897148132, 0.3914477229118347, 0.4305078089237213, 0.0, 1.0, 0.0, 0.0, 0.16525767743587494, 0.0, 0.0, 1.0, 0.08482613414525986, 0.0, 0.0, 0.0, 0.5737468004226685, 0.6276705265045166, 0.5852518081665039, 0.5839714407920837, 0.4313121736049652, 0.9851669669151306, 0.48739880323410034, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,6,lever front pulldown;dumbbell one arm upright row;smith leg press;dumbbell front raise;dumbbell over bench revers wrist curl;dumbbell standing concentration curl
"[0.6268822550773621, 0.6944072246551514, 0.4521678686141968, 0.5991426706314087, 0.3333333432674408, 0.0, 0.3333333432674408, 0.0, 0.0, 0.3333333432674408, 0.0, 0.0, 0.10964854806661606, 0.10456869006156921, 0.18888388574123383, 0.507333517074585, 0.7935308814048767, 0.5842221975326538, 0.821287989616394]","[0.42738261818885803, 0.329800546169281, 0.4109523296356201, 0.0, 1.0, 0.0, 0.0, 0.11703944951295853, 0.0, 0.0, 0.0, 0.0009264046093448997, 0.0, 0.0, 0.0, 0.3592674732208252, 0.5112186670303345, 0.7259566783905029, 0.6539037823677063, 0.3462604284286499, 0.9821250438690186, 0.5856654047966003, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,3,bent knee lying twist (male);barbell standing rocking leg calf raise;smith incline bench press
"[0.20529401302337646, 0.7532323002815247, 0.6592122316360474, 0.4248470366001129, 0.25, 0.25, 0.0, 0.0, 0.0, 0.25, 0.25, 0.0, 0.14270345866680145, 0.05602673813700676, 0.28688719868659973, 0.6758113503456116, 0.5507104396820068, 0.7429358959197998, 0.6283882856369019]","[0.2529160976409912, 0.29967355728149414, 0.733785092830658, 1.0, 1.0, 0.0, 0.0, 0.33296918869018555, 0.0, 1.0, 0.0, 0.21611766517162323, 0.0, 0.0, 0.0, 0.10523778200149536, 0.6490612030029297, 0.453410804271698, 0.7883210778236389, 0.31982168555259705, 0.9724387526512146, 0.425604909658432, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",endurance_threshold,4,weighted hyperextension (on stability ball);dumbbell palms in incline bench press;impossible dips;hack calf raise
"[0.7710240483283997, 0.5614567995071411, 0.510599672794342, 0.3498882055282593, 0.1666666716337204, 0.1666666716337204, 0.0, 0.1666666716337204, 0.1666666716337204, 0.1666666716337204, 0.1666666716337204, 0.0, 0.05025840178132057, 0.11379852145910263, 0.20303502678871155, 0.7967692613601685, 0.8968719244003296, 0.8233029842376709, 0.5873867273330688]","[0.2701229453086853, 0.39999210834503174, 0.44198110699653625, 0.0, 1.0, 0.0, 0.0, 0.2296108603477478, 1.0, 0.0, 0.0, 0.03813754394650459, 0.0, 0.0, 0.0, 0.38882678747177124, 0.5194523334503174, 0.46971258521080017, 0.7826582789421082, 0.3604385256767273, 0.9757317304611206, 0.5822288393974304, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,6,weighted hyperextension (on stability ball);kettlebell pistol squat;cable squatting curl;lever front pulldown;dumbbell standing concentration curl;bent knee lying twist (male)
"[0.36117231845855713, 0.4443303048610687, 0.5551843047142029, 0.4325050413608551, 0.0, 0.3333333432674408, 0.0, 0.0, 0.3333333432674408, 0.0, 0.0, 0.3333333432674408, 0.1132015511393547, 0.055845461785793304, 0.12835487723350525, 0.6372701525688171, 0.798523485660553, 0.837920606136322, 0.7213584780693054]","[0.40457844734191895, 0.5223571062088013, 0.3892230987548828, 0.0, 0.0, 1.0, 1.0, 0.2746618688106537, 0.0, 1.0, 0.0, 0.42879989743232727, 0.0, 0.0, 1.0, 0.5101545453071594, 0.19684578478336334, 0.7147916555404663, 0.5976771712303162, 0.3036127984523773, 0.9666591882705688, 0.3193224370479584, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",recovery,3,dumbbell palms in incline bench press;assisted hanging knee raise with throw down;cable squatting curl
"[0.7823041677474976, 0.7687218189239502, 0.3279726505279541, 0.6515247225761414, 0.0, 0.0, 0.1428571492433548, 0.0, 0.2857142984867096, 0.5714285969734192, 0.0, 0.0, 0.07711474597454071, 0.10928119719028473, 0.23602639138698578, 0.6154146194458008, 0.7284293174743652, 0.5951624512672424, 0.5261694192886353]","[0.48997482657432556, 0.2857089340686798, 0.5305492281913757, 0.0, 1.0, 0.0, 0.0, 0.09763655811548233, 1.0, 0.0, 0.0, 0.04863443970680237, 0.0, 0.0, 0.0, 0.5422785878181458, 0.5990659594535828, 0.5691550374031067, 0.7504255175590515, 0.3273312449455261, 0.9687944054603577, 0.718900740146637, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,7,sled 45° leg press (side pov);smith incline bench press;barbell standing calf raise;cable decline fly;lever front pulldown;lever seated row;cable seated curl
"[0.7160261869430542, 0.838019847869873, 0.3974626958370209, 0.6694619655609131, 0.1666666716337204, 0.3333333432674408, 0.1666666716337204, 0.0, 0.0, 0.1666666716337204, 0.0, 0.1666666716337204, 0.05929291620850563, 0.07570472359657288, 0.25758039951324463, 0.9323431253433228, 0.8042432069778442, 0.7534192204475403, 0.5796520113945007]","[0.25795966386795044, 0.2862870991230011, 0.5166082978248596, 0.0, 1.0, 0.0, 0.0, 0.13428491353988647, 0.0, 0.0, 0.0, 0.1634887158870697, 0.0, 0.0, 0.0, 0.30376937985420227, 0.46390771865844727, 0.6270884871482849, 0.6304190754890442, 0.3832198679447174, 0.972282350063324, 0.6156141757965088, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,6,lever seated row;barbell seated overhead triceps extension;assisted hanging knee raise with throw down;dumbbell one arm upright row;dumbbell reverse spider curl;bent knee lying twist (male)
